[[-7.7085276]],[[4.127771]],Cc1cc2cc(CON)n3c2c(c1F)C(Cl)c1c(Cl)ncnc1-3,[[0.24387418]]
[[-7.4819555]],[[4.0963073]],Cc1c(F)c2c3c(cc(CON)n3-c3ncnc(Cl)c3C2Cl)c1O,[[0.26623037]]
[[-8.713514]],[[4.194198]],Cc1c(F)c2c3c(cc(CON=O)n3-c3ncnc(Cl)c3C2Cl)c1O,[[0.32152998]]
[[-8.7775135]],[[4.276352]],Cc1c(F)c2c3c(cc(CON=O)n3-c3nc(O)nc(Cl)c3C2Cl)c1O,[[0.3621535]]
[[-9.778269]],[[3.5621686]],C#Cc1c(F)c2c3c(cc(CON=O)n3-c3nc(O)nc(Cl)c3C2Cl)c1O,[[0.38913614]]
[[-9.652756]],[[3.5415127]],C#Cc1cc2cc(CON=O)n3c2c(c1F)C(Cl)c1c(Cl)nc(O)nc1-3,[[0.42819414]]
[[-9.989666]],[[3.923373]],C#Cc1cc2c(N)c(CON=O)n3c2c(c1F)C(Cl)c1c(Cl)nc(O)nc1-3,[[0.5080659]]
[[-9.989666]],[[3.923373]],C#Cc1cc2c(N)c(CON=O)n3c2c(c1F)C(Cl)c1c(Cl)nc(O)nc1-3,[[0.5645177]]
[[-10.741812]],[[3.8671415]],C#Cc1cc2c(N)c(CON=O)n3c2c(c1F)C(Cl)(Cl)c1c(Cl)nc(O)nc1-3,[[0.64809597]]
[[-10.718693]],[[4.454107]],C#Cc1c(F)c2c3c4c(N)c(n3-c3nc(O)nc(Cl)c3C2(Cl)Cl)C(ON=O)c14,[[0.76816416]]
[[-5.983961]],[[5.3007545]],C=CN1c2ccccc2Cc2c(O)ncnc21,[[0.08960979]]
[[-6.878441]],[[5.061799]],C=Cn1c2ccccc2c(=N)c2c(O)ncnc21,[[0.10155006]]
[[-7.128476]],[[4.992197]],C=Cn1c2ccccc2c(=N)c2c(O)nc(O)nc21,[[0.11341051]]
[[-7.1521707]],[[5.0749993]],C=Cn1c2cc3ccc2c(=N)c2c(O)nc(nc21)o3,[[0.12745292]]
[[-7.387685]],[[5.386623]],C=Cn1c2cc3ccc2C(N)c2c(O)nc(nc21)o3,[[0.148757]]
[[-7.524987]],[[5.2293553]],C=Cn1c2nc3nc(O)c2C(N)c2ccc(o3)c(C)c21,[[0.16345076]]
[[-8.657065]],[[4.7413797]],C=Cn1c2nc3nc(O)c2C(N)c2ccc(o3)c(C#[SH])c21,[[0.18193327]]
[[-7.6323705]],[[4.5978937]],C=Cn1c2nc3nc(O)c2c(=N)c2ccc(o3)c(C#[SH])c21,[[0.18805239]]
[[-8.143616]],[[4.744421]],C=Cn1c2nc3nc(O)c2Cc2ccc(o3)c(C#[SH])c21,[[0.2187209]]
[[-8.306005]],[[4.7780466]],C=C(O)n1c2nc3nc(O)c2Cc2ccc(o3)c(C#[SH])c21,[[0.24609737]]
[[-8.908156]],[[4.685322]],NC=C(O)n1c2nc3nc(O)c2Cc2ccc(o3)c(C#[SH])c21,[[0.2790881]]
[[-7.0115376]],[[4.8337665]],NC=c1ooc2nc3nc4c2Cc2ccc(o3)c(C#[SH])c2n14,[[0.28518474]]
[[-7.5071106]],[[4.759188]],CC(N)=c1ooc2nc3nc4c2Cc2ccc(o3)c(C#[SH])c2n14,[[0.3226783]]
[[-8.40462]],[[4.346265]],NC(C=S)=c1ooc2nc3nc4c2Cc2ccc(o3)c(C#[SH])c2n14,[[0.35791007]]
[[-7.6544085]],[[4.8525653]],NC(C=S)=c1ooc2nc3nc4c2Cc2ccc(o3)c(C=[SH])c2n14,[[0.40618452]]
[[-8.539005]],[[4.4281287]],NC(CS)=c1ooc2nc3nc4c2Cc2ccc(o3)c(C=[SH])c2n14,[[0.44960576]]
[[-9.2272]],[[4.227371]],N=C(S)C(N)=c1ooc2nc3nc4c2Cc2ccc(o3)c(C=[SH])c2n14,[[0.5059472]]
[[-10.127057]],[[3.8820362]],N=NC(C(=N)S)=c1ooc2nc3nc4c2Cc2ccc(o3)c(C=[SH])c2n14,[[0.5658491]]
[[-9.070113]],[[3.9289653]],C=C1c2c3nc4nc2n(c(=C(N=N)C(=N)S)oo3)c2c1ccc(o4)c2C=[SH],[[0.5970095]]
[[-8.905273]],[[4.189388]],C=C1c2c3nc4nc2n(c2c1ccc(o4)c2C=[SH])C(C(N=N)C(=N)S)OO3,[[0.6789406]]
[[-7.704793]],[[4.728735]],CCN1c2cccc(O)c2Cc2c(O)ncnc21,[[0.0917801]]
[[-8.444128]],[[4.6825266]],CCN1c2cccc(O)c2C(N)c2c(O)ncnc21,[[0.10550992]]
[[-7.8637657]],[[4.4169073]],CCN1c2cccc(O)c2C(N)c2c(OO)ncnc21,[[0.10995702]]
[[-8.804714]],[[4.211652]],CCN1c2cccc(O)c2C(N)c2c(OOC)ncnc21,[[0.12546271]]
[[-9.197642]],[[4.1621375]],CCN1c2cc(O)cc(O)c2C(N)c2c(OOC)ncnc21,[[0.14154978]]
[[-7.6468067]],[[4.219475]],CCN1c2cc(OS)cc(O)c2C(N)c2c(OOC)ncnc21,[[0.14523058]]
[[-8.485597]],[[4.451506]],CCn1c2cc(OS)cc3oc4nc(OOC)c(c1n4)C(N)c32,[[0.17417884]]
[[-8.144003]],[[4.405368]],COOc1nc2nc3c1C(N)c1c(cc(OS)cc1n3C(C)C)o2,[[0.188873]]
[[-8.204621]],[[4.041212]],COOc1nc2nc3c1C(N)c1c(o2)c(Cl)c(OS)cc1n3C(C)C,[[0.2010404]]
[[-7.436765]],[[3.3749352]],COOc1nc2nc3c1C(N)c1c(o2)c(Cl)c(OSS)cc1n3C(C)C,[[0.19410242]]
[[-9.305238]],[[2.9532259]],COOc1nc2nc3c1C(N)c1c(o2)c(Cl)c(OSS)c2c1n3C2(C)C,[[0.22886498]]
[[-9.464303]],[[2.7378414]],COOc1nc2nc3c1C(N)c1c(o2)c(Cl)c(OSSO)c2c1n3C2(C)C,[[0.24910414]]
[[-9.740559]],[[2.7314875]],COOc1nc2nc3c1C(N)c1c(o2)c(Cl)c(OSSO)c2c1n3C2(C)CCl,[[0.2814229]]
[[-9.591486]],[[2.9463613]],COOc1nc2nc3c1C(N)c1c(o2)c(Cl)c(OSSOCl)c2c1n3C2(C)CCl,[[0.31927398]]
[[-8.975811]],[[3.2043457]],COOc1nc2nc3c1Cc1c(o2)c(Cl)c(OSSOCl)c2c1n3C2(C)CCl,[[0.3539788]]
[[-9.243771]],[[3.1483696]],COOc1nc2nc3c1c(=N)c1c(o2)c(Cl)c(OSSOCl)c2c1n3C2(C)CCl,[[0.39676067]]
[[-9.141343]],[[4.0487823]],CN=c1c2c(OOC)nc3nc2n2c4c(c(OSSOCl)c(Cl)c(o3)c14)C2(C)CCl,[[0.4927798]]
[[-9.114162]],[[3.7245972]],CN=c1c2c(OOC=N)nc3nc2n2c4c(c(OSSOCl)c(Cl)c(o3)c14)C2(C)CCl,[[0.5248352]]
[[-9.397461]],[[3.798961]],CN=c1c2c(OOCN)nc3nc2n2c4c(c(OSSOCl)c(Cl)c(o3)c14)C2(C)CCl,[[0.5981708]]
[[-9.065706]],[[4.020489]],NCOOc1nc2nc3c1-c1=NC#CC4(CCl)c5c(OSSOCl)c(Cl)c(o2)c-1c5n34,[[0.6708077]]
[[-5.983961]],[[5.3007545]],C=CN1c2ccccc2Cc2c(O)ncnc21,[[0.08960979]]
[[-6.670044]],[[5.137998]],C=CN1c2ccccc2Cc2c(O)nc(S)nc21,[[0.10134467]]
[[-6.2330904]],[[5.108256]],Oc1nc(S)nc2c1Cc1cccc3ccn-2c13,[[0.1094929]]
[[-6.673296]],[[4.8580413]],Oc1nc(S)nc2c1Cc1cccc3c(S)cn-2c13,[[0.12081616]]
[[-6.455767]],[[4.6799517]],Oc1nc(SCl)nc2c1Cc1cccc3c(S)cn-2c13,[[0.12952578]]
[[-7.625385]],[[4.0547853]],Oc1ccc2c(S)cn3c2c1Cc1c(O)nc(SCl)nc1-3,[[0.14190942]]
[[-9.058773]],[[4.4676805]],Oc1cc2c(S)cn3c2c(c1O)Cc1c(O)nc(SCl)nc1-3,[[0.17991753]]
[[-7.376175]],[[4.153865]],Cc1c(O)c(O)cc2c(S)cn(-c3cc(O)nc(SCl)n3)c12,[[0.17492191]]
[[-5.74771]],[[5.0660973]],Cc1c(O)c(O)cc2c3cn(c12)-c1cc(nc(SCl)n1)OS3,[[0.19928633]]
[[-7.4895124]],[[4.837049]],Oc1cc2c3cn(c2c(C#[SH])c1O)-c1cc(nc(SCl)n1)OS3,[[0.23726758]]
[[-7.466374]],[[4.12775]],OOc1c(O)cc2c3cn(c2c1C#[SH])-c1cc(nc(SCl)n1)OS3,[[0.24039887]]
[[-6.5778856]],[[3.7318606]],Oc1cc2c3cn(c2c(C#[SH])c1OOCl)-c1cc(nc(SCl)n1)OS3,[[0.23874305]]
[[-7.319582]],[[3.3121889]],NOc1cc2c3cn(c2c(C#[SH])c1OOCl)-c1cc(nc(SCl)n1)OS3,[[0.26168168]]
[[-8.22516]],[[3.2873673]],CNOc1cc2c3cn(c2c(C#[SH])c1OOCl)-c1cc(nc(SCl)n1)OS3,[[0.30748263]]
[[-7.3756876]],[[3.4376948]],CNOc1cc2c3cn(c2c(C#[SH])c1OOCl)-c1nc(SCl)nc(c1O)OS3,[[0.33046663]]
[[-7.2921777]],[[3.13052]],CN(N)Oc1cc2c3cn(c2c(C#[SH])c1OOCl)-c1nc(SCl)nc(c1O)OS3,[[0.3483611]]
[[-7.6802874]],[[3.7593515]],CN(N)Oc1cc2c3soc4nc(SCl)nc5c4oc3n5c2c(C#[SH])c1OOCl,[[0.43574837]]
[[-10.316618]],[[2.8521328]],CN(N)Oc1cc2c3soc4nc(SCl)nc5c4oc3n5c2c(CS)c1OOCl,[[0.5020175]]
[[-7.6887407]],[[3.9305649]],CN(N)Oc1cc2c3soc4nc(SCl)nc5c4oc3n5c2c(C(S)Cl)c1OOCl,[[0.5510837]]
[[-8.445232]],[[2.8667564]],CN(N)Oc1cc2c3soc4nc(SCl)nc5c4oc3n5c2c(C(Cl)SS)c1OOCl,[[0.5516827]]
[[-6.134756]],[[5.6054087]],CCn1c2cc3ccc2Cc2c(ncnc21)o3,[[0.09379376]]
[[-6.638275]],[[5.58893]],c1nc2oc3cc4c5c(c3)n(c(n1)c2C5)CC4,[[0.10680827]]
[[-6.482442]],[[5.6932583]],Oc1c2c3c4cc1oc1ncnc(c1C3)n4CC2,[[0.11916324]]
[[-6.402238]],[[5.6414537]],Oc1c2c3c4cc1oc1nc(Cl)nc(c1C3)n4CC2,[[0.1310532]]
[[-6.8582077]],[[5.222495]],Cc1c2oc3nc(Cl)nc4c3Cc3c(c2O)CCn4c31,[[0.14190339]]
[[-7.548116]],[[5.087511]],CCc1c2oc3nc(Cl)nc4c3Cc3c(c2O)CCn4c31,[[0.16094261]]
[[-7.494727]],[[5.3016653]],CC1c2c3oc4nc(Cl)nc5c4Cc4c(c3O)C1Cn5c42,[[0.18285875]]
[[-7.4589]],[[5.276985]],Cc1c2c3c(O)c4oc5nc(Cl)nc6c5Cc3c(c14)n6C2,[[0.20222077]]
[[-7.04797]],[[5.3953896]],COc1c2c3c(C)c4c1oc1nc(Cl)nc5c1Cc2c4n5C3,[[0.22301005]]
[[-8.866999]],[[4.6901355]],COc1c2c3c(C)c4c1oc1nc(Cl)nc5c1Cc2c4n5C3N,[[0.25078768]]
[[-7.5225058]],[[5.130912]],Cc1c2c3c4c5oc6nc(Cl)nc7c6Cc3c(c15)n7C2NCO4,[[0.27359143]]
[[-7.251936]],[[5.0260215]],ClCc1c2c3c4c5oc6nc(Cl)nc7c6Cc3c(c15)n7C2NCO4,[[0.29591408]]
[[-6.903886]],[[5.1856503]],S=C(Cl)c1c2c3c4c5oc6nc(Cl)nc7c6Cc3c(c15)n7C2NCO4,[[0.3289903]]
[[-8.329674]],[[4.6984386]],S=C(Cl)c1c2c3c4c5oc6nc(Cl)nc7c6Cc3c(c15)n7C2N(S)CO4,[[0.3720315]]
[[-7.0335813]],[[4.922714]],O=c1c2c3nc(Cl)nc2n2c4c5c(C(=S)Cl)c6c(c(c5o3)OCN(S)C62)c14,[[0.3960589]]
